n_ants,n_iters,alpha,beta,q,rho,qwk_before,qwk_after,qwk_delta
10,10,1,1,1,0.1,0.6382560760496008,0.7203911843955644,0.0821351083459636
20,10,1,1,1,0.1,0.6382560760496008,0.7300282059137344,0.09177212986413363
30,10,1,1,1,0.1,0.6382560760496008,0.7301482107541404,0.09189213470453961
40,10,1,1,1,0.1,0.6382560760496008,0.7203195153945419,0.08206343934494109
50,10,1,1,1,0.1,0.6382560760496008,0.7283097391885627,0.0900536631389619
60,10,1,1,1,0.1,0.6382560760496008,0.7397342200104884,0.10147814396088761
70,10,1,1,1,0.1,0.6382560760496008,0.7375309777526879,0.09927490170308717
80,10,1,1,1,0.1,0.6382560760496008,0.7388967884497598,0.10064071240015904
90,10,1,1,1,0.1,0.6382560760496008,0.777770088374314,0.13951401232471328
100,10,1,1,1,0.1,0.6382560760496008,0.7281490377547535,0.08989296170515271
10,10,1,1,1,0.1,0.6382560760496008,0.7134891308324527,0.07523305478285192
10,20,1,1,1,0.1,0.6382560760496008,0.7534192731898315,0.11516319714023071
10,30,1,1,1,0.1,0.6382560760496008,0.747813742066755,0.10955766601715422
10,40,1,1,1,0.1,0.6382560760496008,0.7285655057123916,0.09030942966279087
10,50,1,1,1,0.1,0.6382560760496008,0.7283841746248294,0.09012809857522863
10,60,1,1,1,0.1,0.6382560760496008,0.7482344103858476,0.10997833433624682
10,70,1,1,1,0.1,0.6382560760496008,0.7226232054430362,0.08436712939343538
10,80,1,1,1,0.1,0.6382560760496008,0.681643409244177,0.043387333194576216
10,90,1,1,1,0.1,0.6382560760496008,0.6997241643305074,0.06146808828090666
10,100,1,1,1,0.1,0.6382560760496008,0.7160412029608159,0.07778512691121509
10,10,1,1,1,0.1,0.6382560760496008,0.7215084836125938,0.08325240756299301
10,10,2,1,1,0.1,0.6382560760496008,0.7487666905709514,0.11051061452135058
10,10,3,1,1,0.1,0.6382560760496008,0.7268646571507406,0.08860858110113978
10,10,4,1,1,0.1,0.6382560760496008,0.6563859384327727,0.018129862383171935
10,10,5,1,1,0.1,0.6382560760496008,0.6887524176021373,0.05049634155253657
10,10,1,1,1,0.1,0.6382560760496008,0.7301000250334687,0.09184394898386794
10,10,1,2,1,0.1,0.6382560760496008,0.7191960822655472,0.08094000621594644
10,10,1,3,1,0.1,0.6382560760496008,0.7124082660361715,0.0741521899865707
10,10,1,4,1,0.1,0.6382560760496008,0.7027584529112687,0.06450237686166793
10,10,1,5,1,0.1,0.6382560760496008,0.7023562160221029,0.06410013997250208
10,10,1,1,1,0.1,0.6382560760496008,0.7349643776945707,0.09670830164496991
10,10,1,1,2,0.1,0.6382560760496008,0.7259927571753415,0.08773668112574073
10,10,1,1,3,0.1,0.6382560760496008,0.719684907399648,0.08142883135004719
10,10,1,1,4,0.1,0.6382560760496008,0.7108808074501847,0.0726247314005839
10,10,1,1,5,0.1,0.6382560760496008,0.7314294092389539,0.09317333318935317
10,10,1,1,6,0.1,0.6382560760496008,0.7337375930964243,0.0954815170468235
10,10,1,1,7,0.1,0.6382560760496008,0.7149230493490453,0.0766669732994445
10,10,1,1,8,0.1,0.6382560760496008,0.7311824663576081,0.09292639030800731
10,10,1,1,9,0.1,0.6382560760496008,0.7210806228323126,0.08282454678271178
10,10,1,1,10,0.1,0.6382560760496008,0.7088520274831194,0.0705959514335186
10,10,1,1,1,0.1,0.6382560760496008,0.706602248898409,0.06834617284880817
10,10,1,1,1,0.2,0.6382560760496008,0.7282795320160484,0.09002345596644767
10,10,1,1,1,0.3,0.6382560760496008,0.7174910102310428,0.07923493418144201
10,10,1,1,1,0.4,0.6382560760496008,0.6742920864384832,0.03603601038888238
10,10,1,1,1,0.5,0.6382560760496008,0.7203780144813481,0.08212193843174731
10,10,1,1,1,0.6,0.6382560760496008,0.7062464657669583,0.06799038971735749
10,10,1,1,1,0.7,0.6382560760496008,0.7375133783245553,0.09925730227495455
10,10,1,1,1,0.8,0.6382560760496008,0.7459720976516724,0.10771602160207161
10,10,1,1,1,0.9,0.6382560760496008,0.7221139707826896,0.0838578947330888
